conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3596,skill/competence,cross-sector,TypeScript 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3597,skill/competence,cross-sector,C 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3598,skill/competence,cross-sector,C++ 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3599,skill/competence,cross-sector,C# 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3600,skill/competence,cross-sector,Ruby 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3601,skill/competence,cross-sector,PHP 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3602,skill/competence,cross-sector,Swift 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3603,skill/competence,cross-sector,Kotlin 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3604,skill/competence,cross-sector,Go 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3605,skill/competence,cross-sector,Rust 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3606,skill/competence,cross-sector,Dart 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3607,skill/competence,cross-sector,Scala 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3608,skill/competence,cross-sector,R 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3609,skill/competence,cross-sector,MATLAB 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3610,skill/competence,cross-sector,Perl 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3611,skill/competence,cross-sector,Lua 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3612,skill/competence,cross-sector,Haskell 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3613,skill/competence,cross-sector,Julia 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3614,skill/competence,cross-sector,Objective-C 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3615,skill/competence,cross-sector,Assembly 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3616,skill/competence,cross-sector,SQL 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3617,skill/competence,cross-sector,NoSQL 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3618,skill/competence,cross-sector,Bash 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3619,skill/competence,cross-sector,Shell 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3620,skill/competence,cross-sector,PowerShell 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3621,skill/competence,cross-sector,React 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3622,skill/competence,cross-sector,Angular 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3623,skill/competence,cross-sector,Vue 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3624,skill/competence,cross-sector,Svelte 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3625,skill/competence,cross-sector,Next.js 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3626,skill/competence,cross-sector,Nuxt.js 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3627,skill/competence,cross-sector,Gatsby 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3628,skill/competence,cross-sector,Ember 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3629,skill/competence,cross-sector,Backbone 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3630,skill/competence,cross-sector,jQuery 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3631,skill/competence,cross-sector,Bootstrap 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3632,skill/competence,cross-sector,Tailwind CSS 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3633,skill/competence,cross-sector,Material-UI 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3634,skill/competence,cross-sector,Chakra UI 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3635,skill/competence,cross-sector,Sass 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3636,skill/competence,cross-sector,LESS 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3637,skill/competence,cross-sector,Node.js 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3638,skill/competence,cross-sector,Express 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3639,skill/competence,cross-sector,NestJS 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3640,skill/competence,cross-sector,Django 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3641,skill/competence,cross-sector,Flask 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3642,skill/competence,cross-sector,FastAPI 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3643,skill/competence,cross-sector,Spring Boot 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3644,skill/competence,cross-sector,Ruby on Rails 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3645,skill/competence,cross-sector,Laravel 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3646,skill/competence,cross-sector,Symfony 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3647,skill/competence,cross-sector,CodeIgniter 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3648,skill/competence,cross-sector,ASP.NET 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3649,skill/competence,cross-sector,Entity Framework 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3650,skill/competence,cross-sector,Flutter 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3651,skill/competence,cross-sector,React Native 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3652,skill/competence,cross-sector,Ionic 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3653,skill/competence,cross-sector,Xamarin 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3654,skill/competence,cross-sector,Cordova 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3655,skill/competence,cross-sector,Electron 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3656,skill/competence,cross-sector,Tauri 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3657,skill/competence,cross-sector,Machine Learning 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3658,skill/competence,cross-sector,Deep Learning 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3659,skill/competence,cross-sector,Artificial Intelligence 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3660,skill/competence,cross-sector,Data Science 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3661,skill/competence,cross-sector,Data Analytics 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3662,skill/competence,cross-sector,Data Engineering 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3663,skill/competence,cross-sector,Computer Vision 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3664,skill/competence,cross-sector,Natural Language Processing 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3665,skill/competence,cross-sector,NLP 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3666,skill/competence,cross-sector,Neural Networks 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3667,skill/competence,cross-sector,TensorFlow 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3668,skill/competence,cross-sector,PyTorch 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3669,skill/competence,cross-sector,Keras 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3670,skill/competence,cross-sector,Scikit-Learn 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3671,skill/competence,cross-sector,Pandas 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3672,skill/competence,cross-sector,NumPy 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3673,skill/competence,cross-sector,Matplotlib 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3674,skill/competence,cross-sector,Seaborn 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3675,skill/competence,cross-sector,Plotly 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3676,skill/competence,cross-sector,SciPy 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3677,skill/competence,cross-sector,NLTK 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3678,skill/competence,cross-sector,Spacy 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3679,skill/competence,cross-sector,HuggingFace 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3680,skill/competence,cross-sector,OpenCV 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3681,skill/competence,cross-sector,Apache Spark 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3682,skill/competence,cross-sector,Hadoop 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3683,skill/competence,cross-sector,Kafka 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3684,skill/competence,cross-sector,Airflow 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3685,skill/competence,cross-sector,Tableau 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3686,skill/competence,cross-sector,Power BI 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3687,skill/competence,cross-sector,MySQL 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3688,skill/competence,cross-sector,PostgreSQL 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3689,skill/competence,cross-sector,SQLite 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3690,skill/competence,cross-sector,Oracle 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3691,skill/competence,cross-sector,SQL Server 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3692,skill/competence,cross-sector,MongoDB 3593,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3693,skill/competence,cross-sector,Python 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3694,skill/competence,cross-sector,Java 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3695,skill/competence,cross-sector,JavaScript 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3696,skill/competence,cross-sector,TypeScript 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3697,skill/competence,cross-sector,C 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3698,skill/competence,cross-sector,C++ 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3699,skill/competence,cross-sector,C# 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3700,skill/competence,cross-sector,Ruby 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3701,skill/competence,cross-sector,PHP 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3702,skill/competence,cross-sector,Swift 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3703,skill/competence,cross-sector,Kotlin 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3704,skill/competence,cross-sector,Go 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3705,skill/competence,cross-sector,Rust 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3706,skill/competence,cross-sector,Dart 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3707,skill/competence,cross-sector,Scala 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3708,skill/competence,cross-sector,R 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3709,skill/competence,cross-sector,MATLAB 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3710,skill/competence,cross-sector,Perl 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3711,skill/competence,cross-sector,Lua 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3712,skill/competence,cross-sector,Haskell 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3713,skill/competence,cross-sector,Julia 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3714,skill/competence,cross-sector,Objective-C 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3715,skill/competence,cross-sector,Assembly 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3716,skill/competence,cross-sector,SQL 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3717,skill/competence,cross-sector,NoSQL 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3718,skill/competence,cross-sector,Bash 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3719,skill/competence,cross-sector,Shell 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3720,skill/competence,cross-sector,PowerShell 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3721,skill/competence,cross-sector,React 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3722,skill/competence,cross-sector,Angular 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3723,skill/competence,cross-sector,Vue 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3724,skill/competence,cross-sector,Svelte 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3725,skill/competence,cross-sector,Next.js 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3726,skill/competence,cross-sector,Nuxt.js 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3727,skill/competence,cross-sector,Gatsby 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3728,skill/competence,cross-sector,Ember 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3729,skill/competence,cross-sector,Backbone 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3730,skill/competence,cross-sector,jQuery 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3731,skill/competence,cross-sector,Bootstrap 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3732,skill/competence,cross-sector,Tailwind CSS 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3733,skill/competence,cross-sector,Material-UI 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3734,skill/competence,cross-sector,Chakra UI 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3735,skill/competence,cross-sector,Sass 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3736,skill/competence,cross-sector,LESS 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3737,skill/competence,cross-sector,Node.js 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3738,skill/competence,cross-sector,Express 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3739,skill/competence,cross-sector,NestJS 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3740,skill/competence,cross-sector,Django 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3741,skill/competence,cross-sector,Flask 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3742,skill/competence,cross-sector,FastAPI 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3743,skill/competence,cross-sector,Spring Boot 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3744,skill/competence,cross-sector,Ruby on Rails 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3745,skill/competence,cross-sector,Laravel 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3746,skill/competence,cross-sector,Symfony 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3747,skill/competence,cross-sector,CodeIgniter 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3748,skill/competence,cross-sector,ASP.NET 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3749,skill/competence,cross-sector,Entity Framework 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3750,skill/competence,cross-sector,Flutter 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3751,skill/competence,cross-sector,React Native 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3752,skill/competence,cross-sector,Ionic 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3753,skill/competence,cross-sector,Xamarin 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3754,skill/competence,cross-sector,Cordova 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3755,skill/competence,cross-sector,Electron 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3756,skill/competence,cross-sector,Tauri 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3757,skill/competence,cross-sector,Machine Learning 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3758,skill/competence,cross-sector,Deep Learning 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3759,skill/competence,cross-sector,Artificial Intelligence 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3760,skill/competence,cross-sector,Data Science 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3761,skill/competence,cross-sector,Data Analytics 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3762,skill/competence,cross-sector,Data Engineering 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3763,skill/competence,cross-sector,Computer Vision 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3764,skill/competence,cross-sector,Natural Language Processing 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3765,skill/competence,cross-sector,NLP 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3766,skill/competence,cross-sector,Neural Networks 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3767,skill/competence,cross-sector,TensorFlow 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3768,skill/competence,cross-sector,PyTorch 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3769,skill/competence,cross-sector,Keras 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3770,skill/competence,cross-sector,Scikit-Learn 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3771,skill/competence,cross-sector,Pandas 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3772,skill/competence,cross-sector,NumPy 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3773,skill/competence,cross-sector,Matplotlib 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3774,skill/competence,cross-sector,Seaborn 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3775,skill/competence,cross-sector,Plotly 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3776,skill/competence,cross-sector,SciPy 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3777,skill/competence,cross-sector,NLTK 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3778,skill/competence,cross-sector,Spacy 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3779,skill/competence,cross-sector,HuggingFace 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3780,skill/competence,cross-sector,OpenCV 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3781,skill/competence,cross-sector,Apache Spark 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3782,skill/competence,cross-sector,Hadoop 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3783,skill/competence,cross-sector,Kafka 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3784,skill/competence,cross-sector,Airflow 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3785,skill/competence,cross-sector,Tableau 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3786,skill/competence,cross-sector,Power BI 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3787,skill/competence,cross-sector,MySQL 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3788,skill/competence,cross-sector,PostgreSQL 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3789,skill/competence,cross-sector,SQLite 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3790,skill/competence,cross-sector,Oracle 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3791,skill/competence,cross-sector,SQL Server 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3792,skill/competence,cross-sector,MongoDB 3693,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3793,skill/competence,cross-sector,Python 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3794,skill/competence,cross-sector,Java 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3795,skill/competence,cross-sector,JavaScript 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3796,skill/competence,cross-sector,TypeScript 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3797,skill/competence,cross-sector,C 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3798,skill/competence,cross-sector,C++ 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3799,skill/competence,cross-sector,C# 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3800,skill/competence,cross-sector,Ruby 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3801,skill/competence,cross-sector,PHP 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3802,skill/competence,cross-sector,Swift 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3803,skill/competence,cross-sector,Kotlin 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3804,skill/competence,cross-sector,Go 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3805,skill/competence,cross-sector,Rust 3793,,Massive generated dataset
